@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 41\nSize of the tree: 60\n','Number of leaves: 57\nSize of the tree: 83\n','Number of leaves: 35\nSize of the tree: 52\n','Number of leaves: 54\nSize of the tree: 81\n','Number of leaves: 34\nSize of the tree: 48\n','Number of leaves: 44\nSize of the tree: 64\n','Number of leaves: 76\nSize of the tree: 113\n','Number of leaves: 69\nSize of the tree: 111\n','Number of leaves: 62\nSize of the tree: 92\n','Number of leaves: 2\nSize of the tree: 3\n','Number of leaves: 53\nSize of the tree: 81\n','Number of leaves: 41\nSize of the tree: 59\n','Number of leaves: 62\nSize of the tree: 89\n','Number of leaves: 61\nSize of the tree: 92\n','Number of leaves: 47\nSize of the tree: 70\n','Number of leaves: 30\nSize of the tree: 42\n','Number of leaves: 54\nSize of the tree: 82\n','Number of leaves: 47\nSize of the tree: 71\n','Number of leaves: 33\nSize of the tree: 48\n','Number of leaves: 63\nSize of the tree: 125\n','Number of leaves: 60\nSize of the tree: 119\n','Number of leaves: 50\nSize of the tree: 99\n','Number of leaves: 51\nSize of the tree: 101\n','Number of leaves: 72\nSize of the tree: 143\n','Number of leaves: 46\nSize of the tree: 91\n','Number of leaves: 58\nSize of the tree: 115\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 57\nSize of the tree: 113\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 68\nSize of the tree: 135\n','Number of leaves: 45\nSize of the tree: 89\n','Number of leaves: 56\nSize of the tree: 111\n','Number of leaves: 55\nSize of the tree: 109\n','Number of leaves: 54\nSize of the tree: 107\n','Number of leaves: 5\nSize of the tree: 9\n'}
@attribute measureOutOfBagError numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

vehicle,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,593,253,183,70,0,72.332016,27.667984,0,0.631418,0.172589,0.284421,46.043937,65.700179,505.729892,198.532305,307.197587,1.998932,0.784713,1.21422,316.822907,1.252264,62.646664,0.46875,30,0.121693,23,0.878307,166,0.53125,34,0.566038,0.46875,0.512821,0.370739,0.854993,0.60229,0.72332,0.092546,0.907454,0.27668,0.704448,0.72332,0.70994,0.621629,0.924014,0.802494,0.712881,0.72332,0.097,0.01,0.109375,0,109.375,0,1290524,109522,47982,99.604743,56.719368,?,-1,?,?,?
vehicle,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,591,255,200,55,0,78.431373,21.568627,0,0.712455,0.16149,0.26722,43.08213,61.724672,509.76862,178.252296,331.516324,1.999093,0.699029,1.300064,338.129564,1.325998,66.330008,0.640625,41,0.104712,20,0.895288,171,0.359375,23,0.672131,0.640625,0.656,0.544672,0.900687,0.696702,0.784314,0.072487,0.927513,0.215686,0.772022,0.784314,0.776253,0.706045,0.938789,0.838093,0.778425,0.784314,0.089,0.016,0.078125,0.015625,78.125,15.625,1345082,109160,48344,99.607843,55.980392,?,-1,?,?,?
vehicle,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,592,254,184,70,0,72.440945,27.559055,0,0.632546,0.167047,0.280226,44.563594,64.726323,507.813703,190.144718,317.668985,1.999267,0.748601,1.250665,326.473787,1.28533,64.29007,0.421875,27,0.126316,24,0.873684,166,0.578125,37,0.529412,0.421875,0.469565,0.320316,0.85366,0.631426,0.724409,0.093021,0.906979,0.275591,0.710006,0.724409,0.714894,0.624729,0.921836,0.800396,0.717907,0.724409,0.109,0,0.109375,0,109.375,0,1317533,109341,48163,99.606299,55.610236,?,-1,?,?,?
vehicle,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,593,253,188,65,0,74.3083,25.6917,0,0.657289,0.163636,0.275742,43.653608,63.690402,505.817648,184.384699,321.432949,1.999279,0.728793,1.270486,329.408852,1.302011,65.124033,0.380952,24,0.073684,14,0.926316,176,0.619048,39,0.631579,0.380952,0.475248,0.371924,0.865497,0.650465,0.743083,0.086528,0.913472,0.256917,0.744671,0.743083,0.732704,0.656694,0.932128,0.818664,0.733926,0.743083,0.107,0.006,0.109375,0.015625,109.375,15.625,1317574,109522,47982,100,56.324111,?,-1,?,?,?
vehicle,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,593,253,184,69,0,72.727273,27.272727,0,0.636108,0.161897,0.275342,43.189657,63.598126,505.817648,181.61702,324.200628,1.999279,0.717854,1.281425,331.83457,1.311599,65.603597,0.396825,25,0.115789,22,0.884211,168,0.603175,38,0.531915,0.396825,0.454545,0.312483,0.860109,0.653725,0.727273,0.092235,0.907765,0.272727,0.715805,0.727273,0.718157,0.630002,0.924844,0.809358,0.720142,0.727273,0.101,0.015,0.09375,0.015625,93.75,15.625,1316970,109522,47982,100,54.051383,?,-1,?,?,?
vehicle,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,592,254,190,64,0,74.80315,25.19685,0,0.664215,0.165394,0.27423,44.125196,63.348338,507.690682,180.91203,326.778652,1.998782,0.712252,1.28653,331.601494,1.305518,65.315655,0.59375,38,0.168421,32,0.831579,158,0.40625,26,0.542857,0.59375,0.567164,0.41327,0.86102,0.64797,0.748031,0.084328,0.915672,0.251969,0.739285,0.748031,0.740614,0.65912,0.929969,0.813007,0.743162,0.748031,0.108,0,0.109375,0,109.375,0,1320611,109341,48163,100,55.216535,?,-1,?,?,?
vehicle,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,592,254,193,61,0,75.984252,24.015748,0,0.679697,0.167382,0.277314,44.653262,64.054972,507.791905,192.201204,315.590701,1.999181,0.756698,1.242483,327.615852,1.289826,64.517738,0.539683,34,0.125654,24,0.874346,167,0.460317,29,0.586207,0.539683,0.561983,0.425966,0.843929,0.648819,0.759843,0.081178,0.918822,0.240157,0.750764,0.759843,0.754681,0.67455,0.924594,0.81942,0.757163,0.759843,0.106,0,0.109375,0,109.375,0,1325090,109341,48163,99.606299,56.496063,?,-1,?,?,?
vehicle,11,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,592,254,202,52,0,79.527559,20.472441,0,0.727107,0.156496,0.260386,41.74883,60.143602,507.813703,168.501701,339.312002,1.999267,0.663393,1.335874,343.169003,1.351059,67.577736,0.5625,36,0.094737,18,0.905263,172,0.4375,28,0.666667,0.5625,0.610169,0.496342,0.894038,0.733428,0.795276,0.068816,0.931184,0.204724,0.788796,0.795276,0.790018,0.723162,0.944221,0.855359,0.792162,0.795276,0.099,0,0.09375,0,93.75,0,1373734,109341,48163,100,56.299213,?,-1,?,?,?
vehicle,12,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,592,254,193,61,0,75.984252,24.015748,0,0.679836,0.160669,0.270434,42.862132,62.464554,507.813703,180.762339,327.051364,1.999267,0.711663,1.287604,335.163047,1.31954,66.001182,0.453125,29,0.1,19,0.9,171,0.546875,35,0.604167,0.453125,0.517857,0.391599,0.8625,0.672157,0.759843,0.080837,0.919163,0.240157,0.752883,0.759843,0.752278,0.675474,0.932328,0.833675,0.754638,0.759843,0.094,0.016,0.09375,0.015625,93.75,15.625,1343611,109341,48163,100,54.527559,?,-1,?,?,?
vehicle,13,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,593,253,192,61,0,75.889328,24.110672,0,0.67868,0.164506,0.274561,43.885584,63.417661,505.817648,189.40148,316.416168,1.999279,0.748622,1.250657,329.372605,1.301868,65.116867,0.619048,39,0.126316,24,0.873684,166,0.380952,24,0.619048,0.619048,0.619048,0.492732,0.897494,0.755271,0.758893,0.080502,0.919498,0.241107,0.745731,0.758893,0.748917,0.672054,0.933299,0.838596,0.750643,0.758893,0.093,0.016,0.09375,0.015625,93.75,15.625,1333181,109522,47982,99.209486,55.731225,?,-1,?,?,?
vehicle,14,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,592,254,188,66,0,74.015748,25.984252,0,0.653321,0.166614,0.273398,44.450805,63.156191,507.690682,183.658477,324.032205,1.998782,0.723065,1.275717,328.203434,1.29214,64.646338,0.4375,28,0.126316,24,0.873684,166,0.5625,36,0.538462,0.4375,0.482759,0.334817,0.856291,0.643159,0.740157,0.088129,0.911871,0.259843,0.734317,0.740157,0.735329,0.649414,0.930611,0.833503,0.738408,0.740157,0.109,0,0.109375,0,109.375,0,1332026,109341,48163,100,56.397638,?,-1,?,?,?
vehicle,15,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,593,253,195,58,0,77.075099,22.924901,0,0.694444,0.160395,0.269191,42.788972,62.177302,505.817648,179.282929,326.534719,1.999279,0.708628,1.290651,334.772909,1.323213,66.184505,0.52381,33,0.089474,17,0.910526,173,0.47619,30,0.66,0.52381,0.584071,0.471672,0.894904,0.696614,0.770751,0.076656,0.923344,0.229249,0.761365,0.770751,0.762296,0.689422,0.939656,0.832751,0.763748,0.770751,0.109,0,0.09375,0,93.75,0,1324779,109522,47982,100,56.719368,?,-1,?,?,?
vehicle,16,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,592,254,195,59,0,76.771654,23.228346,0,0.690378,0.158957,0.26507,42.405258,61.225586,507.813703,172.964001,334.849702,1.999267,0.680961,1.318306,339.143793,1.335212,66.785081,0.515625,33,0.115789,22,0.884211,168,0.484375,31,0.6,0.515625,0.554622,0.421444,0.865173,0.662465,0.767717,0.078182,0.921818,0.232283,0.75452,0.767717,0.759283,0.683277,0.936847,0.831325,0.761923,0.767717,0.094,0.015,0.09375,0.015625,93.75,15.625,1349239,109341,48163,100,55.413386,?,-1,?,?,?
vehicle,17,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,593,253,187,66,0,73.913043,26.086957,0,0.65219,0.174506,0.288156,46.553305,66.557834,505.817648,204.920198,300.897451,1.999279,0.809961,1.189318,315.532216,1.247163,62.380626,0.444444,28,0.142105,27,0.857895,163,0.555556,35,0.509091,0.444444,0.474576,0.316977,0.811571,0.565686,0.73913,0.087718,0.912282,0.26087,0.725061,0.73913,0.730802,0.644898,0.912038,0.784334,0.732948,0.73913,0.094,0.016,0.09375,0.015625,93.75,15.625,1287281,109522,47982,99.604743,58.003953,?,-1,?,?,?
vehicle,18,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,592,254,193,61,0,75.984252,24.015748,0,0.679717,0.162067,0.275065,43.23765,63.541144,507.690682,183.159818,324.530864,1.998782,0.721102,1.277681,332.277719,1.30818,65.448851,0.453125,29,0.073684,14,0.926316,176,0.546875,35,0.674419,0.453125,0.542056,0.439274,0.88972,0.712283,0.759843,0.080689,0.919311,0.240157,0.756589,0.759843,0.75101,0.677109,0.933378,0.832036,0.752737,0.759843,0.109,0.008,0.109375,0,109.375,0,1313271,109341,48163,100,54.822835,?,-1,?,?,?
vehicle,19,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,593,253,192,61,0,75.889328,24.110672,0,0.678506,0.160534,0.270765,42.825877,62.54074,505.817648,180.937635,324.880013,1.999279,0.715169,1.284111,332.619409,1.314701,65.758759,0.52381,33,0.115789,22,0.884211,168,0.47619,30,0.6,0.52381,0.559322,0.427774,0.87406,0.673896,0.758893,0.081165,0.918835,0.241107,0.750677,0.758893,0.753614,0.673862,0.931287,0.82146,0.755637,0.758893,0.094,0.015,0.09375,0.015625,93.75,15.625,1344590,109522,47982,100,55.83004,?,-1,?,?,?
vehicle,20,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,593,253,190,63,0,75.098814,24.901186,0,0.667917,0.168379,0.281166,44.91893,64.943262,505.817648,188.497617,317.320031,1.999279,0.74505,1.254229,324.365682,1.282078,64.127,0.52381,33,0.136842,26,0.863158,164,0.47619,30,0.559322,0.52381,0.540984,0.395726,0.853718,0.628724,0.750988,0.083536,0.916464,0.249012,0.744095,0.750988,0.747203,0.664302,0.923118,0.804171,0.748446,0.750988,0.094,0,0.09375,0,93.75,0,1303211,109522,47982,100,56.324111,?,-1,?,?,?
iris,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,105,45,43,2,0,95.555556,4.444444,0,0.933333,0.035407,0.146793,7.966667,31.139471,71.323313,6.173008,65.150305,1.584963,0.137178,1.447785,66.3959,1.475464,93.091442,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.955556,0.022222,0.977778,0.044444,0.960784,0.955556,0.955357,0.936291,0.997037,0.994515,0.955357,0.955556,0,0,0,0,0,0,89564,8563,4423,100,37.777778,?,-1,?,?,?
iris,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,105,45,44,1,0,97.777778,2.222222,0,0.966667,0.023704,0.130481,5.333333,27.679114,71.323313,5.529144,65.794168,1.584963,0.12287,1.462093,68.020172,1.511559,95.368778,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.977778,0.011111,0.988889,0.022222,0.979167,0.977778,0.977753,0.967451,0.998519,0.997222,0.977753,0.977778,0,0,0,0,0,0,86836,8563,4423,97.777778,34.814815,?,-1,?,?,?
iris,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,105,45,43,2,0,95.555556,4.444444,0,0.933333,0.031704,0.143005,7.133333,30.335897,71.323313,5.292905,66.030408,1.584963,0.11762,1.467342,66.659991,1.481333,93.461716,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.955556,0.022222,0.977778,0.044444,0.960784,0.955556,0.955357,0.936291,1,1,0.955357,0.955556,0,0,0,0,0,0,94712,8563,4423,100,36.296296,?,-1,?,?,?
iris,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,105,45,42,3,0,93.333333,6.666667,0,0.9,0.04237,0.151418,9.533333,32.120606,71.323313,6.460633,64.86268,1.584963,0.14357,1.441393,65.394428,1.45321,91.687312,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.934524,0.933333,0.933259,0.900682,0.997037,0.994515,0.933259,0.933333,0,0,0,0,0,0,83107,8563,4423,100,39.259259,?,-1,?,?,?
iris,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,105,45,43,2,0,95.555556,4.444444,0,0.933333,0.041926,0.174988,9.433333,37.120524,71.323313,1078.826445,-1007.503133,1.584963,23.973921,-22.388959,65.509565,1.455768,91.848741,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.955556,0.022222,0.977778,0.044444,0.960784,0.955556,0.955357,0.936291,0.978148,0.954257,0.955357,0.955556,0.016,0,0.015625,0,15.625,0,82876,8563,4423,97.777778,37.777778,?,-1,?,?,?
iris,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,105,45,43,2,0,95.555556,4.444444,0,0.933333,0.034074,0.119765,7.666667,25.406036,71.323313,4.455509,66.867804,1.584963,0.099011,1.485951,66.867804,1.485951,93.753082,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.955556,0.022222,0.977778,0.044444,0.955556,0.955556,0.955556,0.933333,0.997037,0.994515,0.955556,0.955556,0,0,0,0,0,0,94525,8563,4423,100,38.518519,?,-1,?,?,?
iris,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,105,45,44,1,0,97.777778,2.222222,0,0.966667,0.026667,0.095561,6,20.271491,71.323313,3.267798,68.055514,1.584963,0.072618,1.512345,68.055514,1.512345,95.418331,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.977778,0.011111,0.988889,0.022222,0.979167,0.977778,0.977753,0.967451,1,1,0.977753,0.977778,0.015,0,0.015625,0,15.625,0,100850,8563,4423,100,39.259259,?,-1,?,?,?
iris,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,105,45,44,1,0,97.777778,2.222222,0,0.966667,0.019259,0.10447,4.333333,22.161528,71.323313,3.221741,68.101571,1.584963,0.071594,1.513368,68.691882,1.526486,96.31056,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.977778,0.011111,0.988889,0.022222,0.979167,0.977778,0.977753,0.967451,0.998519,0.997222,0.977753,0.977778,0,0,0,0,0,0,90642,8563,4423,100,34.814815,?,-1,?,?,?
iris,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,105,45,41,4,0,91.111111,8.888889,0,0.866667,0.059259,0.202773,13.333333,43.014726,71.323313,12.870865,58.452448,1.584963,0.286019,1.298943,62.880494,1.397344,88.162611,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.911111,0.044444,0.955556,0.088889,0.911111,0.911111,0.911111,0.866667,0.98963,0.981178,0.911111,0.911111,0,0,0,0,0,0,62548,8563,4423,97.777778,37.777778,?,-1,?,?,?
iris,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,105,45,43,2,0,95.555556,4.444444,0,0.933333,0.049778,0.154095,11.2,32.688428,71.323313,7.176699,64.146614,1.584963,0.159482,1.42548,64.683928,1.437421,90.691144,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.955556,0.022222,0.977778,0.044444,0.960784,0.955556,0.955357,0.936291,0.995556,0.991808,0.955357,0.955556,0.019,0,0.015625,0,15.625,0,93535,8563,4423,100,41.481481,?,-1,?,?,?
iris,11,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,105,45,43,2,0,95.555556,4.444444,0,0.933333,0.044296,0.149671,9.966667,31.750066,71.323313,6.673203,64.650109,1.584963,0.148293,1.436669,65.375579,1.452791,91.660885,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.955556,0.022222,0.977778,0.044444,0.960784,0.955556,0.955357,0.936291,0.99037,0.981268,0.955357,0.955556,0.001,0,0,0,0,0,75385,8563,4423,100,39.259259,?,-1,?,?,?
iris,12,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,105,45,43,2,0,95.555556,4.444444,0,0.933333,0.043852,0.169636,9.866667,35.985182,71.323313,1078.595604,-1007.272291,1.584963,23.968791,-22.383829,65.441952,1.454266,91.753943,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.955556,0.022222,0.977778,0.044444,0.960784,0.955556,0.955357,0.936291,0.976667,0.951807,0.955357,0.955556,0,0,0,0,0,0,77706,8563,4423,97.777778,38.518519,?,-1,?,?,?
iris,13,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,105,45,44,1,0,97.777778,2.222222,0,0.966667,0.012,0.06451,2.7,13.684541,71.323313,1.485064,69.838249,1.584963,0.033001,1.551961,69.838249,1.551961,97.917842,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.977778,0.011111,0.988889,0.022222,0.979167,0.977778,0.977753,0.967451,1,1,0.977753,0.977778,0.015,0,0.015625,0,15.625,0,98397,8563,4423,100,34.074074,?,-1,?,?,?
iris,14,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,105,45,43,2,0,95.555556,4.444444,0,0.933333,0.033926,0.157776,7.633333,33.469389,71.323313,7.691985,63.631328,1.584963,0.170933,1.41403,66.512617,1.478058,93.255086,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.955556,0.022222,0.977778,0.044444,0.955556,0.955556,0.955556,0.933333,0.995556,0.991808,0.955556,0.955556,0,0,0,0,0,0,82997,8563,4423,97.777778,35.555556,?,-1,?,?,?
iris,15,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,105,45,41,4,0,91.111111,8.888889,0,0.866667,0.067407,0.219842,15.166667,46.635466,71.323313,14.946643,56.376669,1.584963,0.332148,1.252815,61.605442,1.36901,86.374903,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.911111,0.044444,0.955556,0.088889,0.915535,0.911111,0.910714,0.869212,0.982222,0.965876,0.910714,0.911111,0,0,0,0,0,0,64528,8563,4423,97.777778,37.777778,?,-1,?,?,?
iris,16,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,105,45,42,3,0,93.333333,6.666667,0,0.9,0.030519,0.132844,6.866667,28.180371,71.323313,4.704722,66.61859,1.584963,0.104549,1.480413,66.991544,1.488701,93.926574,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.934524,0.933333,0.933259,0.900682,0.997037,0.994515,0.933259,0.933333,0.016,0,0.015625,0,15.625,0,94063,8563,4423,100,36.296296,?,-1,?,?,?
iris,17,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,105,45,42,3,0,93.333333,6.666667,0,0.9,0.048,0.171831,10.8,36.45088,71.323313,10.074992,61.24832,1.584963,0.223889,1.361074,64.751398,1.43892,90.785741,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.991111,0.981178,0.93266,0.933333,0,0,0,0,0,0,77233,8563,4423,97.777778,37.037037,?,-1,?,?,?
iris,18,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,105,45,42,3,0,93.333333,6.666667,0,0.9,0.039704,0.144212,8.933333,30.591938,71.323313,5.95884,65.364472,1.584963,0.132419,1.452544,65.954783,1.465662,92.472966,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.934524,0.933333,0.933259,0.900682,0.995556,0.991808,0.933259,0.933333,0.016,0,0.015625,0,15.625,0,89201,8563,4423,100,38.518519,?,-1,?,?,?
iris,19,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,105,45,41,4,0,91.111111,8.888889,0,0.866667,0.049185,0.183763,11.066667,38.982047,71.323313,9.908949,61.414363,1.584963,0.220199,1.364764,64.028802,1.422862,89.772614,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.911111,0.044444,0.955556,0.088889,0.915535,0.911111,0.910714,0.869212,0.994074,0.989132,0.910714,0.911111,0,0,0,0,0,0,92435,8563,4423,97.777778,37.037037,?,-1,?,?,?
iris,20,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,105,45,45,0,0,100,0,0,1,0.004741,0.017127,1.066667,3.63318,71.323313,0.476809,70.846504,1.584963,0.010596,1.574367,70.846504,1.574367,99.331482,1,15,0,0,1,30,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,101862,8563,4423,100,34.074074,?,-1,?,?,?
contact-lenses,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,17,7,6,1,0,85.714286,14.285714,0,0.730769,0.114286,0.251661,31.578947,62.224648,8.63441,2.736966,5.897445,1.233487,0.390995,0.842492,6.297983,0.899712,72.940507,1,1,0,0,1,6,0,0,1,1,1,1,1,1,0.857143,0.02381,0.97619,0.142857,0.928571,0.857143,0.873016,0.756712,0.952381,0.904762,0.851852,0.857143,0,0,0,0,0,0,4241,2900,2210,100,47.619048,'Number of leaves: 3\nSize of the tree: 5\n',?,5,3,3
contact-lenses,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,17,7,6,1,0,85.714286,14.285714,0,0.774194,0.142857,0.267261,37.5,60.633906,9.913647,3.245112,6.668534,1.416235,0.463587,0.952648,7.024678,1.003525,70.858668,1,2,0,0,1,5,0,0,1,1,1,1,1,1,0.857143,0.02381,0.97619,0.142857,0.928571,0.857143,0.870748,0.8065,0.916667,0.867347,0.84127,0.857143,0,0,0,0,0,0,4241,2900,2210,100,52.380952,'Number of leaves: 3\nSize of the tree: 5\n',?,5,3,3
contact-lenses,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,17,7,7,0,0,100,0,0,1,0.085714,0.164751,22.5,37.37725,9.913647,1.567041,8.346606,1.416235,0.223863,1.192372,8.346606,1.192372,84.193096,1,2,0,0,1,5,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4241,2900,2210,100,47.619048,'Number of leaves: 3\nSize of the tree: 5\n',?,5,3,3
contact-lenses,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,17,7,6,1,0,85.714286,14.285714,0,0.72,0.142857,0.327327,37.5,74.261066,9.913647,1074.830075,-1064.916428,1.416235,153.547154,-152.130918,6.439715,0.919959,64.95809,1,2,0,0,1,5,0,0,1,1,1,1,1,1,0.857143,0.190476,0.809524,0.142857,?,0.857143,?,?,0.833333,0.763265,?,0.857143,0,0,0,0,0,0,4645,2900,2210,85.714286,42.857143,'Number of leaves: 4\nSize of the tree: 7\n',?,7,4,4
