@relation InstanceResultListener

@attribute Key_Dataset {credit-g_simple}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.rules.OneR,weka.classifiers.trees.J48,weka.classifiers.bayes.NaiveBayes}
@attribute Key_Scheme_options {'-B 6','-C 0.25 -M 2',''}
@attribute Key_Scheme_version_ID {-3459427003147861443,-217733168393644444,5995231201785697655}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 33\nSize of the tree: 49\n','Number of leaves: 85\nSize of the tree: 127\n','Number of leaves: 31\nSize of the tree: 44\n','Number of leaves: 54\nSize of the tree: 82\n','Number of leaves: 61\nSize of the tree: 90\n','Number of leaves: 63\nSize of the tree: 95\n','Number of leaves: 32\nSize of the tree: 49\n','Number of leaves: 86\nSize of the tree: 131\n','Number of leaves: 41\nSize of the tree: 67\n','Number of leaves: 47\nSize of the tree: 68\n','Number of leaves: 40\nSize of the tree: 62\n','Number of leaves: 38\nSize of the tree: 58\n','Number of leaves: 63\nSize of the tree: 94\n','Number of leaves: 39\nSize of the tree: 57\n','Number of leaves: 34\nSize of the tree: 53\n','Number of leaves: 44\nSize of the tree: 62\n','Number of leaves: 48\nSize of the tree: 73\n','Number of leaves: 62\nSize of the tree: 92\n','Number of leaves: 61\nSize of the tree: 94\n','Number of leaves: 46\nSize of the tree: 67\n','Number of leaves: 47\nSize of the tree: 67\n','Number of leaves: 83\nSize of the tree: 125\n','Number of leaves: 40\nSize of the tree: 59\n','Number of leaves: 46\nSize of the tree: 71\n','Number of leaves: 29\nSize of the tree: 43\n','Number of leaves: 66\nSize of the tree: 93\n','Number of leaves: 31\nSize of the tree: 46\n','Number of leaves: 67\nSize of the tree: 100\n','Number of leaves: 64\nSize of the tree: 98\n','Number of leaves: 52\nSize of the tree: 79\n','Number of leaves: 58\nSize of the tree: 88\n','Number of leaves: 22\nSize of the tree: 29\n','Number of leaves: 64\nSize of the tree: 99\n','Number of leaves: 74\nSize of the tree: 109\n','Number of leaves: 88\nSize of the tree: 129\n','Number of leaves: 45\nSize of the tree: 65\n','Number of leaves: 74\nSize of the tree: 114\n','Number of leaves: 57\nSize of the tree: 88\n','Number of leaves: 45\nSize of the tree: 67\n','Number of leaves: 59\nSize of the tree: 89\n','Number of leaves: 49\nSize of the tree: 75\n','Number of leaves: 44\nSize of the tree: 66\n','Number of leaves: 71\nSize of the tree: 108\n','Number of leaves: 42\nSize of the tree: 63\n','Number of leaves: 45\nSize of the tree: 68\n','Number of leaves: 95\nSize of the tree: 146\n','Number of leaves: 10\nSize of the tree: 16\n','Number of leaves: 62\nSize of the tree: 96\n','Number of leaves: 49\nSize of the tree: 70\n','Number of leaves: 53\nSize of the tree: 81\n','Number of leaves: 55\nSize of the tree: 83\n','Number of leaves: 92\nSize of the tree: 136\n','Number of leaves: 32\nSize of the tree: 46\n','Number of leaves: 22\nSize of the tree: 32\n','Number of leaves: 50\nSize of the tree: 72\n','Number of leaves: 51\nSize of the tree: 77\n','Number of leaves: 49\nSize of the tree: 73\n','Number of leaves: 66\nSize of the tree: 101\n','Number of leaves: 48\nSize of the tree: 75\n','Number of leaves: 82\nSize of the tree: 127\n','Number of leaves: 10\nSize of the tree: 14\n','Number of leaves: 86\nSize of the tree: 130\n','Number of leaves: 42\nSize of the tree: 66\n','Number of leaves: 75\nSize of the tree: 112\n','Number of leaves: 89\nSize of the tree: 134\n','Number of leaves: 83\nSize of the tree: 123\n','Number of leaves: 53\nSize of the tree: 80\n','Number of leaves: 52\nSize of the tree: 76\n','Number of leaves: 6\nSize of the tree: 11\n','Number of leaves: 73\nSize of the tree: 105\n','Number of leaves: 37\nSize of the tree: 56\n','Number of leaves: 75\nSize of the tree: 113\n','Number of leaves: 9\nSize of the tree: 14\n','Number of leaves: 66\nSize of the tree: 96\n','Number of leaves: 26\nSize of the tree: 39\n','Number of leaves: 19\nSize of the tree: 26\n','Number of leaves: 36\nSize of the tree: 49\n','Number of leaves: 30\nSize of the tree: 45\n','Number of leaves: 71\nSize of the tree: 107\n','Number of leaves: 88\nSize of the tree: 124\n','Number of leaves: 35\nSize of the tree: 52\n','Number of leaves: 55\nSize of the tree: 84\n','Number of leaves: 33\nSize of the tree: 48\n','Number of leaves: 63\nSize of the tree: 98\n','Number of leaves: 76\nSize of the tree: 118\n','Number of leaves: 65\nSize of the tree: 99\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data
credit-g_simple,10,8,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,57,43,0,57,43,0,-0.075,0.43,0.655744,102.337731,143.094973,88.129157,46182,-46093.870843,0.881292,461.82,-460.938708,-8.634689,-0.086347,-9.797766,0.728571,51,0.8,24,0.2,6,0.271429,19,0.68,0.728571,0.703448,-0.075593,0.464286,0.685429,0.57,0.641429,0.358571,0.43,0.548,0.57,0.557868,-0.075593,0.464286,0.5662,0.460815,0.57,0,0,0,0,0,0,1504,78616,10616,57,50,?,?,?,?
credit-g_simple,10,9,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,69,31,0,69,31,0,0.077381,0.31,0.556776,73.778364,121.498522,88.129157,33294,-33205.870843,0.881292,332.94,-332.058708,18.369175,0.183692,20.843471,0.928571,65,0.866667,26,0.133333,4,0.071429,5,0.714286,0.928571,0.807453,0.099127,0.530952,0.713265,0.69,0.628095,0.371905,0.31,0.633333,0.69,0.626756,0.099127,0.530952,0.595063,0.506291,0.69,0,0,0,0,0,0,1456,78616,10616,69,50,?,?,?,?
credit-g_simple,10,10,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20231229.2342,900,100,69,31,0,69,31,0,0.138889,0.31,0.556776,73.778364,121.498522,88.129157,33294,-33205.870843,0.881292,332.94,-332.058708,18.369175,0.183692,20.843471,0.885714,62,0.766667,23,0.233333,7,0.114286,8,0.729412,0.885714,0.8,0.152783,0.559524,0.72605,0.69,0.570952,0.429048,0.31,0.650588,0.69,0.653333,0.152783,0.559524,0.609902,0.555556,0.69,0,0,0,0,0,0,1480,78616,10616,69,50,?,?,?,?
credit-g_simple,1,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,61,39,0,61,39,0,-0.059783,0.447533,0.51347,106.510392,112.04837,88.129157,3316.24723,-3228.118073,0.881292,33.162472,-32.281181,-9.540713,-0.095407,-10.82583,0.814286,57,0.866667,26,0.133333,4,0.185714,13,0.686747,0.814286,0.745098,-0.063903,0.469762,0.685083,0.61,0.662381,0.337619,0.39,0.551311,0.61,0.572632,-0.063903,0.469762,0.567355,0.457655,0.61,0,0,0,0,0,0,12350,78616,10616,97,97.5,'Number of leaves: 33\nSize of the tree: 49\n',49,33,33
credit-g_simple,1,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,60,40,0,60,40,0,-0.149425,0.435718,0.537886,103.69849,117.376186,88.129157,4397.91706,-4309.787902,0.881292,43.979171,-43.097879,-7.839344,-0.078393,-8.895289,0.842857,59,0.966667,29,0.033333,1,0.157143,11,0.670455,0.842857,0.746835,-0.174595,0.464762,0.683823,0.6,0.72381,0.27619,0.4,0.494318,0.6,0.537071,-0.174595,0.464762,0.561635,0.397227,0.6,0,0,0,0,0,0,26234,78616,10616,96,97,'Number of leaves: 85\nSize of the tree: 127\n',127,85,85
credit-g_simple,1,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,72,28,0,72,28,0,0.156627,0.396662,0.464389,94.40342,101.337966,88.129157,3301.175717,-3213.046559,0.881292,33.011757,-32.130466,5.0557,0.050557,5.736694,0.957143,67,0.833333,25,0.166667,5,0.042857,3,0.728261,0.957143,0.82716,0.209134,0.51119,0.712184,0.72,0.59619,0.40381,0.28,0.697283,0.72,0.65796,0.209134,0.51119,0.60488,0.545159,0.72,0,0,0,0,0,0,11428,78616,10616,97,96.5,'Number of leaves: 31\nSize of the tree: 44\n',44,31,31
credit-g_simple,1,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,66,34,0,66,34,0,0.044944,0.417552,0.51206,99.375078,111.740672,88.129157,7598.968571,-7510.839413,0.881292,75.989686,-75.108394,-1.578223,-0.015782,-1.790807,0.871429,61,0.833333,25,0.166667,5,0.128571,9,0.709302,0.871429,0.782051,0.050311,0.487857,0.676139,0.66,0.621905,0.378095,0.34,0.603654,0.66,0.615618,0.050311,0.487857,0.5655,0.504662,0.66,0,0,0,0,0,0,18248,78616,10616,93,95,'Number of leaves: 54\nSize of the tree: 82\n',82,54,54
credit-g_simple,1,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,67,33,0,67,33,0,0.083333,0.394506,0.495955,93.890382,108.226135,88.129157,3314.304336,-3226.175179,0.881292,33.143043,-32.261752,2.992884,0.029929,3.396021,0.871429,61,0.8,24,0.2,6,0.128571,9,0.717647,0.871429,0.787097,0.09167,0.524762,0.715469,0.67,0.598571,0.401429,0.33,0.622353,0.67,0.630968,0.09167,0.524762,0.605428,0.526882,0.67,0,0,0,0,0,0,19632,78616,10616,95,92,'Number of leaves: 61\nSize of the tree: 90\n',90,61,61
credit-g_simple,1,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,71,29,0,71,29,0,0.156977,0.377283,0.482726,89.791406,105.339337,88.129157,8659.209784,-8571.080627,0.881292,86.592098,-85.710806,8.624457,0.086245,9.786156,0.928571,65,0.8,24,0.2,6,0.071429,5,0.730337,0.928571,0.81761,0.188305,0.545952,0.70636,0.71,0.581429,0.418571,0.29,0.674872,0.71,0.660132,0.188305,0.545952,0.613019,0.555146,0.71,0,0,0,0,0,0,20554,78616,10616,92,92.5,'Number of leaves: 63\nSize of the tree: 95\n',95,63,63
credit-g_simple,1,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,67,33,0,67,33,0,0.083333,0.397769,0.47741,94.666828,104.179299,88.129157,1164.609376,-1076.480219,0.881292,11.646094,-10.764802,2.099204,0.020992,2.381963,0.871429,61,0.8,24,0.2,6,0.128571,9,0.717647,0.871429,0.787097,0.09167,0.599762,0.752376,0.67,0.598571,0.401429,0.33,0.622353,0.67,0.630968,0.09167,0.599762,0.653758,0.526882,0.67,0,0,0,0,0,0,12374,78616,10616,99,98.5,'Number of leaves: 32\nSize of the tree: 49\n',49,32,32
credit-g_simple,1,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,65,35,0,65,35,0,0.027778,0.406501,0.519559,96.745064,113.377084,88.129157,8672.274284,-8584.145126,0.881292,86.722743,-85.841451,0.631634,0.006316,0.716714,0.857143,60,0.833333,25,0.166667,5,0.142857,10,0.705882,0.857143,0.774194,0.030557,0.55619,0.724815,0.65,0.62619,0.37381,0.35,0.594118,0.65,0.608602,0.030557,0.55619,0.610625,0.498208,0.65,0.016,0,0.015625,0,15.625,0,26986,78616,10616,92,92.5,'Number of leaves: 86\nSize of the tree: 131\n',131,86,86
credit-g_simple,1,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,70,30,0,70,30,0,0.157303,0.368882,0.449754,87.792085,98.144317,88.129157,1154.284571,-1066.155414,0.881292,11.542846,-10.661554,8.571319,0.085713,9.725861,0.9,63,0.766667,23,0.233333,7,0.1,7,0.732558,0.9,0.807692,0.17609,0.68119,0.810269,0.7,0.566667,0.433333,0.3,0.662791,0.7,0.660839,0.17609,0.68119,0.710323,0.562937,0.7,0,0,0,0,0,0,15650,78616,10616,99,97,'Number of leaves: 41\nSize of the tree: 67\n',67,41,41
credit-g_simple,1,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,63,37,0,63,37,0,-0.051136,0.422402,0.503798,100.529524,109.937747,88.129157,3314.6235,-3226.494342,0.881292,33.146235,-32.264943,-2.932429,-0.029324,-3.327422,0.857143,60,0.9,27,0.1,3,0.142857,10,0.689655,0.857143,0.764331,-0.058398,0.566905,0.739573,0.63,0.672857,0.327143,0.37,0.551989,0.63,0.576892,-0.058398,0.566905,0.61394,0.451933,0.63,0.016,0,0.015625,0,15.625,0,15700,78616,10616,97,98,'Number of leaves: 47\nSize of the tree: 68\n',68,47,47
credit-g_simple,2,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,68,32,0,68,32,0,0.101124,0.384703,0.470524,91.557266,102.676715,88.129157,3303.389871,-3215.260713,0.881292,33.033899,-32.152607,6.685282,0.066853,7.585778,0.885714,62,0.8,24,0.2,6,0.114286,8,0.72093,0.885714,0.794872,0.113201,0.609762,0.766369,0.68,0.594286,0.405714,0.32,0.633223,0.68,0.638228,0.113201,0.609762,0.653253,0.5338,0.68,0,0,0,0,0,0,14704,78616,10616,97,95.5,'Number of leaves: 40\nSize of the tree: 62\n',62,40,40
credit-g_simple,2,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,70,30,0,70,30,0,0.157303,0.356479,0.467532,84.840053,102.023862,88.129157,5441.330215,-5353.201058,0.881292,54.413302,-53.532011,11.456377,0.114564,12.999531,0.9,63,0.766667,23,0.233333,7,0.1,7,0.732558,0.9,0.807692,0.17609,0.654048,0.780688,0.7,0.566667,0.433333,0.3,0.662791,0.7,0.660839,0.17609,0.654048,0.681769,0.562937,0.7,0.018,0,0.015625,0,15.625,0,26234,78616,10616,95,93,'Number of leaves: 85\nSize of the tree: 127\n',127,85,85
credit-g_simple,2,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,69,31,0,69,31,0,0.175532,0.386001,0.469809,91.866307,102.520636,88.129157,3302.876701,-3214.747543,0.881292,33.028767,-32.147475,5.993362,0.059934,6.800657,0.857143,60,0.7,21,0.3,9,0.142857,10,0.740741,0.857143,0.794702,0.183563,0.672857,0.799689,0.69,0.532857,0.467143,0.31,0.660624,0.69,0.666495,0.183563,0.672857,0.687119,0.581024,0.69,0.006,0,0,0,0,0,13976,78616,10616,97,97,'Number of leaves: 38\nSize of the tree: 58\n',58,38,38
credit-g_simple,2,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,65,35,0,65,35,0,0.027778,0.417988,0.526018,99.478859,114.786484,88.129157,8674.158176,-8586.029018,0.881292,86.741582,-85.86029,-2.564291,-0.025643,-2.909696,0.857143,60,0.833333,25,0.166667,5,0.142857,10,0.705882,0.857143,0.774194,0.030557,0.488333,0.683505,0.65,0.62619,0.37381,0.35,0.594118,0.65,0.608602,0.030557,0.488333,0.572505,0.498208,0.65,0,0,0,0,0,0,20360,78616,10616,92,92,'Number of leaves: 63\nSize of the tree: 94\n',94,63,63
credit-g_simple,2,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,71,29,0,71,29,0,0.115854,0.401637,0.465239,95.587542,101.52348,88.129157,2230.596308,-2142.467151,0.881292,22.305963,-21.424672,2.733936,0.027339,3.102193,0.957143,67,0.866667,26,0.133333,4,0.042857,3,0.72043,0.957143,0.822086,0.1625,0.535476,0.716507,0.71,0.619524,0.380476,0.29,0.67573,0.71,0.640325,0.1625,0.535476,0.612575,0.519151,0.71,0.016,0,0.015625,0,15.625,0,13758,78616,10616,98,97,'Number of leaves: 39\nSize of the tree: 57\n',57,39,39
credit-g_simple,2,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,65,35,0,65,35,0,0.069149,0.416561,0.503771,99.139242,109.931858,88.129157,4386.990664,-4298.861507,0.881292,43.869907,-42.988615,-1.406708,-0.014067,-1.59619,0.828571,58,0.766667,23,0.233333,7,0.171429,12,0.716049,0.828571,0.768212,0.072313,0.548095,0.728712,0.65,0.588095,0.411905,0.35,0.611761,0.65,0.623463,0.072313,0.548095,0.60947,0.526963,0.65,0,0,0,0,0,0,13102,78616,10616,96,98,'Number of leaves: 34\nSize of the tree: 53\n',53,34,34
credit-g_simple,2,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,63,37,0,63,37,0,-0.005435,0.419313,0.492447,99.794315,107.460636,88.129157,98.778028,-10.648871,0.881292,0.98778,-0.106489,-4.660767,-0.046608,-5.288565,0.828571,58,0.833333,25,0.166667,5,0.171429,12,0.698795,0.828571,0.75817,-0.005809,0.528333,0.733201,0.63,0.634762,0.365238,0.37,0.577392,0.63,0.594549,-0.005809,0.528333,0.614054,0.485468,0.63,0,0,0,0,0,0,14608,78616,10616,100,99,'Number of leaves: 44\nSize of the tree: 62\n',62,44,44
credit-g_simple,2,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,70,30,0,70,30,0,0.157303,0.370293,0.447424,88.127695,97.635885,88.129157,1155.228761,-1067.099604,0.881292,11.552288,-10.670996,10.313977,0.10314,11.703252,0.9,63,0.766667,23,0.233333,7,0.1,7,0.732558,0.9,0.807692,0.17609,0.641667,0.769797,0.7,0.566667,0.433333,0.3,0.662791,0.7,0.660839,0.17609,0.641667,0.682671,0.562937,0.7,0.016,0,0.015625,0,15.625,0,16646,78616,10616,99,99,'Number of leaves: 48\nSize of the tree: 73\n',73,48,48
credit-g_simple,2,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,64,36,0,64,36,0,-0.011236,0.404441,0.495991,96.254875,108.234109,88.129157,5451.749568,-5363.62041,0.881292,54.517496,-53.636204,1.102682,0.011027,1.251211,0.857143,60,0.866667,26,0.133333,4,0.142857,10,0.697674,0.857143,0.769231,-0.012578,0.562857,0.737078,0.64,0.649524,0.350476,0.36,0.574086,0.64,0.593007,-0.012578,0.562857,0.625946,0.475524,0.64,0,0,0,0,0,0,19996,78616,10616,95,95,'Number of leaves: 62\nSize of the tree: 92\n',92,62,62
credit-g_simple,2,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,68,32,0,68,32,0,0.101124,0.395503,0.481996,94.127644,105.1801,88.129157,4377.48179,-4289.352632,0.881292,43.774818,-42.893526,4.036304,0.040363,4.579987,0.885714,62,0.8,24,0.2,6,0.114286,8,0.72093,0.885714,0.794872,0.113201,0.539762,0.720268,0.68,0.594286,0.405714,0.32,0.633223,0.68,0.638228,0.113201,0.539762,0.608124,0.5338,0.68,0,0,0,0,0,0,20408,78616,10616,96,96.5,'Number of leaves: 61\nSize of the tree: 94\n',94,61,61
credit-g_simple,3,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,69,31,0,69,31,0,0.138889,0.391632,0.46628,93.206421,101.750611,88.129157,3302.143162,-3214.014005,0.881292,33.021432,-32.14014,5.501381,0.055014,6.242408,0.885714,62,0.766667,23,0.233333,7,0.114286,8,0.729412,0.885714,0.8,0.152783,0.592857,0.738895,0.69,0.570952,0.429048,0.31,0.650588,0.69,0.653333,0.152783,0.592857,0.638356,0.555556,0.69,0.015,0,0.015625,0,15.625,0,15530,78616,10616,97,98,'Number of leaves: 46\nSize of the tree: 67\n',67,46,46
credit-g_simple,3,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,68,32,0,68,32,0,0.08046,0.38739,0.456994,92.196834,99.724288,88.129157,1157.594374,-1069.465217,0.881292,11.575944,-10.694652,5.304608,0.053046,6.019129,0.9,63,0.833333,25,0.166667,5,0.1,7,0.715909,0.9,0.797468,0.094013,0.665238,0.802809,0.68,0.613333,0.386667,0.32,0.626136,0.68,0.629656,0.094013,0.665238,0.685306,0.517782,0.68,0,0,0,0,0,0,15506,78616,10616,99,97.5,'Number of leaves: 47\nSize of the tree: 67\n',67,47,47
credit-g_simple,3,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,66,34,0,66,34,0,-0.024096,0.438282,0.509667,104.308759,111.218334,88.129157,4387.367413,-4299.238256,0.881292,43.873674,-42.992383,-5.484832,-0.054848,-6.223629,0.914286,64,0.933333,28,0.066667,2,0.085714,6,0.695652,0.914286,0.790123,-0.032174,0.399762,0.678925,0.66,0.679048,0.320952,0.34,0.561957,0.66,0.584665,-0.032174,0.399762,0.556761,0.447693,0.66,0,0,0,0,0,0,11428,78616,10616,96,97,'Number of leaves: 31\nSize of the tree: 44\n',44,31,31
credit-g_simple,3,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,68,32,0,68,32,0,0.120879,0.385674,0.501225,91.788298,109.376183,88.129157,7594.628809,-7506.499651,0.881292,75.946288,-75.064997,5.004819,0.050048,5.67896,0.871429,61,0.766667,23,0.233333,7,0.128571,9,0.72619,0.871429,0.792208,0.130952,0.565238,0.726579,0.68,0.575238,0.424762,0.32,0.639583,0.68,0.64585,0.130952,0.565238,0.616572,0.548278,0.68,0.016,0,0.015625,0,15.625,0,25894,78616,10616,93,93.5,'Number of leaves: 83\nSize of the tree: 125\n',125,83,83
credit-g_simple,3,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,71,29,0,71,29,0,0.115854,0.377899,0.471856,89.937959,102.967439,88.129157,5444.219051,-5356.089893,0.881292,54.442191,-53.560899,8.624292,0.086243,9.785969,0.957143,67,0.866667,26,0.133333,4,0.042857,3,0.72043,0.957143,0.822086,0.1625,0.60619,0.741512,0.71,0.619524,0.380476,0.29,0.67573,0.71,0.640325,0.1625,0.60619,0.637646,0.519151,0.71,0,0,0,0,0,0,14122,78616,10616,95,95.5,'Number of leaves: 40\nSize of the tree: 59\n',59,40,40
credit-g_simple,3,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,64,36,0,64,36,0,-0.011236,0.410731,0.50328,97.751784,109.824703,88.129157,5453.671027,-5365.54187,0.881292,54.53671,-53.655419,-1.689864,-0.016899,-1.917486,0.857143,60,0.866667,26,0.133333,4,0.142857,10,0.697674,0.857143,0.769231,-0.012578,0.587143,0.748616,0.64,0.649524,0.350476,0.36,0.574086,0.64,0.593007,-0.012578,0.587143,0.630159,0.475524,0.64,0,0,0,0,0,0,16306,78616,10616,95,95,'Number of leaves: 46\nSize of the tree: 71\n',71,46,46
credit-g_simple,3,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,69,31,0,69,31,0,0.077381,0.389142,0.454819,92.613818,99.249643,88.129157,1157.50101,-1069.371852,0.881292,11.57501,-10.693719,5.286271,0.052863,5.998323,0.928571,65,0.866667,26,0.133333,4,0.071429,5,0.714286,0.928571,0.807453,0.099127,0.637857,0.772181,0.69,0.628095,0.371905,0.31,0.633333,0.69,0.626756,0.099127,0.637857,0.665731,0.506291,0.69,0,0,0,0,0,0,11282,78616,10616,99,99,'Number of leaves: 29\nSize of the tree: 43\n',43,29,29
credit-g_simple,3,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,70,30,0,70,30,0,0.210526,0.391442,0.501519,93.161235,109.440286,88.129157,9735.379501,-9647.250344,0.881292,97.353795,-96.472503,4.801818,0.048018,5.448614,0.857143,60,0.666667,20,0.333333,10,0.142857,10,0.75,0.857143,0.8,0.218218,0.543095,0.719775,0.7,0.509524,0.490476,0.3,0.675,0.7,0.68,0.218218,0.543095,0.614044,0.6,0.7,0,0,0,0,0,0,20094,78616,10616,91,89.5,'Number of leaves: 66\nSize of the tree: 93\n',93,66,66
credit-g_simple,3,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,61,39,0,61,39,0,-0.015625,0.413046,0.488263,98.302701,106.547646,88.129157,2238.269068,-2150.139911,0.881292,22.382691,-21.501399,-1.642426,-0.016424,-1.863658,0.785714,55,0.8,24,0.2,6,0.214286,15,0.696203,0.785714,0.738255,-0.016073,0.60619,0.763394,0.61,0.624286,0.375714,0.39,0.573056,0.61,0.587367,-0.016073,0.60619,0.642892,0.486775,0.61,0,0,0,0,0,0,11816,78616,10616,98,99,'Number of leaves: 31\nSize of the tree: 46\n',46,31,31
credit-g_simple,3,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,65,35,0,65,35,0,0.027778,0.400771,0.490476,95.38149,107.030504,88.129157,3310.633118,-3222.50396,0.881292,33.106331,-32.22504,2.092619,0.020926,2.374491,0.857143,60,0.833333,25,0.166667,5,0.142857,10,0.705882,0.857143,0.774194,0.030557,0.511905,0.700651,0.65,0.62619,0.37381,0.35,0.594118,0.65,0.608602,0.030557,0.511905,0.591656,0.498208,0.65,0,0,0,0,0,0,21428,78616,10616,97,97,'Number of leaves: 67\nSize of the tree: 100\n',100,67,67
credit-g_simple,4,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231229.2342,900,100,71,29,0,71,29,0,0.211957,0.382895,0.474808,91.126949,103.61161,88.129157,6515.455664,-6427.326507,0.881292,65.154557,-64.273265,7.396139,0.073961,8.392386,0.885714,62,0.7,21,0.3,9,0.114286,8,0.746988,0.885714,0.810458,0.226564,0.628571,0.760941,0.71,0.524286,0.475714,0.29,0.681715,0.71,0.682214,0.226564,0.628571,0.656308,0.596718,0.71,0.016,0,0.015625,0,15.625,0,21112,78616,10616,94,94.5,'Number of leaves: 64\nSize of the tree: 98\n',98,64,64
